article_id,title,lunar_date,text_kor,text_han
kla_10102020_002,대간과 홍문관이 진찰을 청하다,1545-02-20L0,"대간과 홍문관이 의원으로 하여금 상의 기후를 진찰하게 하고 또 아침 상식을 올리지 말 것을 청하니, 답하였다. ""기후가 평소와 같으므로 대신과 대간이 여러번 청하여도 따르지 않는 것이다.""","○臺諫、弘文館請令醫入診上候, 且勿行朝上食, 答曰: ""氣平, 故大臣、臺諫累請, 而不從矣。"" "
kla_10103018_006,전라도 나주에서 기형의 송아지를 낳다,1545-03-18L0,"전라도 나주(羅州) 에서 암소가 몸 하나에 머리가 둘인 송아지를 낳았는데, 낳자마자 곧 죽었다.","○<index num=""0853468_0"" sort=""K"" type=""지명"">全羅道</index>               <index num=""0853469_0"" sort=""K"" type=""지명"">羅州</index>, 有雌牛産犢, 一身兩頭, 生而便死。 "
kla_10104010_005,햇무리가 지다,1545-04-10L0,햇무리가 졌다.,○日暈。 
kla_10106025_004,정원이 공사를 중지할 것을 청하다,1545-06-25L0,"정원이 아뢰기를, ""근일 상의 옥체가 편안하지 못하므로 공사(公事)를 살피고 결단하는 데에서 반드시 더 노고하여 손상되실 것이니, 긴급한 일 밖의 나머지 공사는 정원에 머물러 두고 들이지 말게 하소서."" 하니, 알았다고 전교하였다.","○政院啓曰: ""近日上體未寧, 其於監決公事, 必添勞傷, 緊急之事外, 其餘公事, 請留政院勿入。"" 傳曰: ""知道。"" "
kla_10106007_001,대간이 이화종 등의 일을 아뢰다,1545-06-07L0,"대간이 이화종 등의 일을 아뢰고, 또 아뢰기를, ""근래 기강이 해이하여 간사하고 외람된 일이 날로 더해 갑니다. 통사(通事) 박청(朴菁) · 최세영(崔世瀛) · 홍겸(洪謙) 은 중국 사신의 차비(差備)로서 국가에서 금기(禁忌)하는 물건도 다 알려 주어, 중국 사신에게 모두 알고 요구하여 그 욕심을 채우게 하여, 환심을 얻은 뒤에 남몰래 가자를 올려 주도록 청하였으니, 임금을 업신여기고 나라를 판 죄가 매우 큽니다. 부상 대고(富商大買)가 몰래 은(銀)을 가지고 전후의 중국 사신에게 준 백저포(白苧布) 따위의 물건을 태평관 과 지나는 일로(一路)에서 많이 샀는데, 이것은 다 통사가 몰래 결탁하여 시키고서 그 이익을 나눈 것입니다. 꺼림없이 법도를 어긴 것이 이토록 극도에 이르렀으므로 듣는 자가 누구나 다 몹시 분하게 여기니, 빨리 의금부에 내려 율문(律文)에 따라 엄하게 죄를 다스리고 가자(加資)도 아울러 고치소서."" 하니, 또 권물 의 일을 아뢰니, 답하기를, ""중국 사신을 속일 수 없으니 윤허하지 않는다는 뜻을 전에 이미 죄다 말하였다. 최세영 등이 법도를 어긴 일을 처음에 사실을 몰랐는데, 이제야 비로서 들으니 놀라움을 견딜 수 없다. 아뢴 대로 금부에 내려 추고하라. 다만, 가자를 고치는 것은 내가 참으로 어렵게 여긴다. 권물 의 일은 논한 바가 이에 이르렀으나 파면은 지나친 듯하니, 송서(送西) 440) 하도록 하라."" 하였다.","○戊戌/臺諫啓<index num=""0854569_0"" ref=""M_0005462"" sort=""K"" type=""이름"">李和宗</index>等事, 且曰: ""近來紀綱解弛, 奸濫日滋。 通事<index num=""0854570_0"" ref=""M_0064584"" sort=""K"" type=""이름"">朴菁</index>、<index num=""0854571_0"" ref=""M_0057666"" sort=""K"" type=""이름"">崔世瀛</index>、<index num=""0854572_0"" ref=""M_0060740"" sort=""K"" type=""이름"">洪謙</index>, 以天使差備, 凡國家禁諱之物, 亦皆通說, 使天使無不知索, 以充其欲, 得其歡心, 然後陰請陞加, 其無上賣國之罪甚矣。 富商大賈, 潛持銀鐵, 前後天使贈給白苧布等物, <index num=""0854573_0"" sort=""K"" type=""지명"">太平館</index>及所經一路, 數多換貿, 此皆通事, 陰結敎誘, 以分其利。 泛濫無忌, 亦至此極, 聞者莫不痛憤。 請速下義禁府, 依律痛治, 竝改加資。"" 又啓<index num=""0854574_0"" ref=""M_0000123"" sort=""K"" type=""이름"">權勿</index>事, 答曰: ""天使不可欺, 其不允之意, 前旣言之盡矣。 <index num=""0854575_0"" ref=""M_0057666"" sort=""K"" type=""이름"">崔世瀛</index>等泛濫之事, 初不知實也, 今始聞之, 不堪驚愕。 依所啓下禁府推之。 但改正加資, 予實難之。 <index num=""0854576_0"" ref=""M_0000123"" sort=""K"" type=""이름"">權勿</index>事, 所論至此, 而罷則似過, 送西可也。"" "
kla_10101008_004,장령 권물 등이 직무에 나아가다,1545-01-08L0,장령 권물 등이 명을 받고 직에 나아갔다.,"○掌令<index num=""0852353_0"" ref=""M_0000123"" sort=""K"" type=""이름"">權勿</index>等承命就職。 "
kla_10103001_001,삭전을 지내다,1545-03-01L0,상이 경사전(景思殿) 에 나아가 삭전(朔奠)을 지냈다.,"○癸亥朔/上詣<index num=""0853191_0"" sort=""K"" type=""지명"">景思殿</index>, 行朔奠。 "
kla_10105029_001,중국 사신을 경회루에 청하여 잔치하다,1545-05-29L0,중국 사신을 경회루 에 청하여 잔치하였다.,"○庚寅/請宴天使于<index num=""0854530_0"" sort=""K"" type=""지명"">慶會樓</index>。 "
kla_10101012_001,조석전을 지내고 상식을 올리다,1545-01-12L0,상이 조석전을 지내고 상식을 올렸다.,"○丙午/上行朝、夕奠, 上食。 "
kla_10105011_001,상이 모화관에 거둥하여 중국 사신을 맞이하다,1545-05-11L0,"상이 모화관에 거둥하였다가, 중국 사신이 이르니 【사례감 태감(司禮監太監)                           장봉(張奉)·내관감 태감(內官監太監)                           오유(吳猷)가 왕을 봉하는 조명(詔命) 때문에 사명을 받들고 왔다.】 상이 먼저 환궁하여 근정전(勤政殿) 의 서계(西階) 아래에 있는 작은 악차(幄次)에 머물러 기다렸다. 중국 사신이 대궐에 들어올 때에 용정(龍亭) 【용정 안에 조칙(詔勅)이 안치되었다.】 이 전도(前導)하였는데, 상이 서계 아래에 있는 지영위(祗迎位)에 나가 서서 국궁(鞠躬)하였다. 중국 사신이 전상(殿上)에 올라와 바야흐로 반조(頒詔) 【조서(詔書)는 다음과 같다.""봉천 승운 황제(奉天承運皇帝)는 조(詔)한다. 짐(朕)은 하늘의 명명(明命)을 받들어 천하를 다스림에 있어 서정(庶政)에 하는 것은 반드시 모두 구장(舊章)에 따라, 봉작(封爵)을 내리는 법에 있어서도 해내(海內)·해외(海外)의 차이를 둔 적이 없다. 죽은 조선 국왕 성휘(姓諱)는 전에 세작(世爵)을 받아 동방을 번수(藩守)하여 조공을 성실히 닦아 온 지 3기(紀)인데, 요즈음 배신(陪臣)이 부음(訃音)을 고하고 예부(禮部)가 습봉(襲封)을 청하였다. 그래서 작토(爵土)는 속한 바가 있어야 하므로, 이제 왕의 아들 휘(諱)를 조선 국왕으로 봉하여 뒤이어 국정(國政)을 맡게 한다. 본국(本國)의 모든 신민은 교령(敎令)을 받들어 왕을 도와 자신을 닦고 행실을 삼가서 우리 왕법(王法)을 따라 강토(疆土)를 화평하게 하여 능히 선대의 유업(遺業)을 이으면, 태평의 기쁨을 함께 누릴 것이다. 그러므로 이에 조시(詔示)하여 모두 알게 한다.""】 할 때에 상이 백관(百官)을 거느리고 봉조(奉詔)하였다. 예가 끝나고서 도로 악차에 들어가 중국 사신이 물러나와 동계(東階) 위에 서기를 기다렸다가, 상이 서계로 해서 올라가 서로 읍양(揖讓)하며 전(殿)의 복판으로 들어갔다. 상이 고하기를, ""조정이 소방(小邦)을 우대하여 부왕이 살아 계실 때에도 은혜를 받은 것이 많았는데, 이제 훙서(薨逝)하셨어도 사신을 보내어 조제(弔祭)하고 또 고자(孤子)의 몸에 특별히 책봉하여 고명(誥命)하시니, 황제의 은혜가 거듭 많아 애감(哀感)이 그지없습니다."" 하니, 양사(兩使)가 말하기를, ""조정에서 늘 동방에 어진 임금이 있다 하였는데, 갑자기 훙서를 당하여 부음을 듣고 놀라움과 슬품이 여느 일보다 훨씬 더하여 특별히 우리를 보내서 왔습니다."" 하였다. 다례(茶禮)를 거행하고 나서 양사가 사관(舍館)에 물러가 쉬겠다고 청하자 상이 머무르기를 권했으나 되지 않아서 말하기를, ""대인(大人)이 먼저 가시면 고자가 뒤따라 가서 다시 만나겠습니다."" 하니, 부사(副使)가 말하기를, ""옥체가 노고를 더하실까 염려됩니다."" 하고, 정사(正使)는 말하기를, ""이것이 예입니다."" 하고는 드디어 나갔다. 상이 태평관(太平館) 에 거둥하여 친히 하마연(下馬宴)을 거행하였다. 잔치가 준비되고 나서 상이 어실(御室)에서 나와 소련(小輦)을 타고 관(館)의 중문(中門)으로 내려가니, 양사가 이미 먼저 나와서 기다렸다. 이어서 서로 사양하며 연차(宴次)로 들어가 각각 자리에 앉아 차를 마시고 나서, 상이 먼저 행주(行酒)하고 양사도 각각 차례로 행주하였다. 술 마시기를 마치고 양사가 술을 그만두기를 청하여 말하기를, ""날씨가 몹시 덥고 전하께서 매우 피로하신데, 어찌하여 반드시 예(禮)를 완전히 해야만 하겠습니까. 이것으로도 어진 전하의 후의를 넉넉히 알 수 있습니다."" 하니, 상이 말하기를, ""연석(宴席)에서 흠차 대인(欽差大人)을 처음으로 만났으므로 예를 가벼이 그만둘 수없으니, 다시 행주한 뒤에 그만두소서."" 하였다. 양사가 명을 따르고, 드디어 그만두기를 굳이 청하자, 상이 마지못하여 작별하고 나가니, 양사가 뒤따라 나가 중문 밖에서 서로 읍하고 헤어졌다.","○壬申/上幸<index num=""0854296_0"" sort=""K"" type=""지명"">慕華館</index>, 天使至,<annotation type=""원주"">                 <noteContent>【司禮監太監<index num=""0854297_0"" ref=""M_0011379"" sort=""A"" type=""이름"">張奉</index>、內官監太監<index num=""0854298_0"" ref=""M_0051070"" sort=""A"" type=""이름"">吳猷</index>, 以封王詔命奉使來。】</noteContent>               </annotation>上先還宮, 止于<index num=""0854299_0"" sort=""K"" type=""지명"">勤政殿</index>西階下小幄次候之。 天使入闕, 龍亭前導,<annotation type=""원주"">                 <noteContent>【有詔勑置于龍亭中。】</noteContent>               </annotation>上出立西階下祗迎位鞠躬。 天使上殿, 方頒詔,<annotation type=""원주"">                 <noteContent>【""奉天承運皇帝詔曰: 朕奉天明命, 主宰寰宇, 凡推行乎庶政, 必卒循乎舊章, 其於錫封之典, 未嘗以海內外而有間焉。 故<index num=""0854300_0"" sort=""K"" type=""이름"">朝鮮國王</index>姓諱, 往膺世爵, 藩守東方, 職貢各修, 粤逾三紀, 邇者陪臣告訃, 禮部以襲(對)<annotation type=""교감주"">                     <noteTitle>〔封〕</noteTitle>                   </annotation>請。 念玆爵土, 宜有攸屬, 今封王之世子諱, 爲<index num=""0854301_0"" sort=""K"" type=""이름"">朝鮮國王</index>, 嗣理國政。 本國大小臣民, 其悉奉敎令以佐王, 修身謹行, 遵我王度, 輯寧疆境, 克紹先緖, 庶共享太平之休。 故玆詔示, 俾咸知悉。""】</noteContent>               </annotation>上率百官奉詔。 禮畢, 還入幄次, 待天使退立於東階上, 上由西階陞進, 相與揖讓, 而入殿之中央。 上告曰: ""朝廷優待小邦, 父王在世時, 曾亦受賜多矣, 今旣薨逝, 猶遣使弔祭。 又於孤子之身, 特冊封誥命, 皇恩稠疊, 哀感罔極。"" 兩使曰: ""朝廷常以爲東方有賢王, 事忽不諱, 聞諱驚悼, 有倍尋常, 特遣俺等來耳。"" 旣行茶禮了, 兩使請退歇于舍館, 上勸留不得, 乃曰: ""幸大人先往, 孤子當隨進更作會。"" 副使曰: ""恐玉體添勞。"" 正使曰: ""是禮也。"" 遂辭出。 上幸<index num=""0854302_0"" sort=""K"" type=""지명"">大平館</index>, 親行下馬宴。 宴旣設, 上自御室出乘小輦, 下于館之中門, 則兩使已先出待之矣。 仍與相讓而入于宴次, 各就坐啜茶畢, 上先行酒, 兩使亦各以次行之。 飮訖, 兩使請止酒曰: ""天氣盛熱, 殿下大勞, 何必至於禮完? 此亦足見賢殿下厚意。"" 上曰: ""初會欽差大人于宴席, 禮不可輕罷, 請再行酒後罷之。"" 兩使依命, 遂固請止之, 上不得已辭出, 兩使尾之, 乃於中門外, 相揖而罷。 "
kla_10101027_001,조석전을 지내고 상식을 올리다,1545-01-27L0,상이 조석전을 지내고 상식을 올렸다.,"○辛酉/上行朝、夕奠, 上食。 "
kla_10102025_001,대전의 탄일이었으나 하례를 받지 않다,1545-02-25L0,"이날은 대전(大殿)의 탄일(誕日)인데, 상이 중외의 하례를 받지 않았다. 정부·육조·장원서 제조(掌苑署提調)는 그래도 물선(物膳)을 진상하였다.","○戊午/是日乃大殿誕日, 上不受中外賀。 政府、六曹、掌苑署提調, 猶進物膳。 "
kla_10107001_005,"좌의정 유관을 삼도감 총호사로, 이명규를 수릉관으로 삼다",1545-07-01L0,"좌의정 유관 을 삼도감 총호사(三都監摠護使)로, 동지중추부사 이명규 를  수릉관(守陵官)으로 삼았다.","○以左議政<index num=""0854909_0"" ref=""M_0037991"" sort=""K"" type=""이름"">柳灌</index>爲三都監摠護使, 同知中樞府事<index num=""0854910_0"" ref=""M_0004299"" sort=""K"" type=""이름"">李名珪</index>爲守陵官。 "
