article_id,title,lunar_date,text_kor,text_han
kya_10803001_001,진전에 나아가 전배하다,1857-03-01L0,진전(眞殿)에 나아가 전배(展拜)하였다.,○癸丑/詣眞殿展拜。 
kya_11311004_002,서대순을 판의금부사로 삼다,1862-11-04L0, 서대순(徐戴淳) 을 판의금부사로 삼았다.,"○以<index num=""1943255_0"" ref=""M_0002790"" sort=""K"" type=""이름"">徐戴淳</index>爲判義禁府事。 "
kya_10601022_004,서대순·김병기를 형조 판서·판의금부사로 삼다,1855-01-22L0," 서대순(徐戴淳) 을 형조 판서로, 김병기(金炳冀) 를 판의금부사(判義禁府事)로 삼았다.","○以<index num=""1937170_0"" ref=""M_0002790"" sort=""K"" type=""이름"">徐戴淳</index>爲刑曹判書, <index num=""1937171_0"" ref=""M_0001544"" sort=""K"" type=""이름"">金炳冀</index>爲判義禁府事。 "
kya_10401006_002,서상오를 좌변 포도 대장으로 삼다,1853-01-06L0, 서상오(徐相五) 를 좌변 포도 대장(左邊捕盜大將)으로 삼았다.,"○以<index num=""1935742_0"" ref=""M_0066430"" sort=""K"" type=""이름"">徐相五</index>爲左邊捕盜大將。 "
kya_11210029_004,기로소의 공사 당상은 고규에 의하여 하위로 하게 하다,1861-10-29L0,기로소(耆老所)의 공사 당상(公事堂上)은 고규(古規)에 의하여 하위(下位)로 하라고 명하였다.,"○命耆老所公事堂上, 依古規以下位爲之。 "
kya_10507030_001,김보근을 함경도 관찰사로 삼다,1854-07-30L0, 김보근(金輔根) 을 함경도 관찰사(咸鏡道觀察使)로 삼았다.,"○丁卯/以<index num=""1936644_0"" ref=""M_0001558"" sort=""K"" type=""이름"">金輔根</index>爲<index num=""1936645_0"" sort=""K"" type=""지명"">咸鏡道</index>觀察使。 "
kya_10709005_001,약원에서 희정당에 입진하다,1856-09-05L0,약원(藥院)에서 희정당(熙政堂) 에 입진(入診)하였다.,"○己未/藥院入診于<index num=""1938432_0"" sort=""K"" type=""지명"">熙政堂</index>。 "
kya_11109015_002,소대하다,1860-09-15L0,소대(召對)하였다.,○召對。 
kya_10101030_001,희정당에서 약원의 입진과 진강을 하다,1850-01-30L0,희정당(熙政堂)에서 약원(藥院)의 입진과 진강(進講)을 하였다.,"○癸亥/藥院入診及進講于<index num=""1933283_0"" sort=""K"" type=""지명"">監政堂</index>。 "
kya_10402015_003,이학수를 판의금부사로 삼다,1853-02-15L0, 이학수(李鶴秀) 를 판의금부사로 삼았다.,"○以<index num=""1935809_0"" ref=""M_0005342"" sort=""K"" type=""이름"">李鶴秀</index>爲判義禁府事。 "
kya_11007019_003,신석우를 형조 판서로 삼다,1859-07-19L0, 신석우(申錫愚) 를 형조 판서로 삼았다.,"○以<index num=""1940708_0"" ref=""M_0003115"" sort=""K"" type=""이름"">申錫愚</index>爲刑曹判書。 "
kya_10504029_001,일강하다,1854-04-29L0,일강하였다.,○丁酉/日講。 
kya_10102002_002,소대하다,1850-02-02L0,소대하였다.,○召對。 
kya_10107010_001,안치 죄인 이승헌을 석방하다,1850-07-10L0,안치 죄인(安置罪人) 이승헌(李承憲) 을 석방하였다.,"○庚子/放安置罪人<index num=""1933694_0"" ref=""M_0004681"" sort=""K"" type=""이름"">李承憲</index>。 "
kya_10310005_001,약원의 입진과 일강을 행하다,1852-10-05L0, 희정당(熙政堂) 에서 약원(藥院)의 입진(入診)과 일강(日講)을 행하였다.,"○壬午/藥院入診及日講于<index num=""1935626_0"" sort=""K"" type=""지명"">熙政堂</index>。 "
kya_10511004_002,유장환을 사헌부 대사헌으로 삼다,1854-11-04L0, 유장환(兪章煥) 을 사헌부 대사헌(司憲府大司憲)으로 삼았다.,"○以<index num=""1936956_0"" ref=""M_0003707"" sort=""K"" type=""이름"">兪章煥</index>爲司憲府大司憲。 "
kya_10610020_005,신태운을 사간원 대사간으로 삼다,1855-10-20L0, 신태운(申泰運) 을 사간원 대사간으로 삼았다.,"○以<index num=""1937967_0"" ref=""M_0026315"" sort=""K"" type=""이름"">申泰運</index>爲司諫院大司諫。 "
kya_10811015_002,이근우를 형조 판서로 삼다,1857-11-15L0, 이근우(李根友) 를 형조 판서로 삼았다.,"○以<index num=""1939308_0"" ref=""M_0004172"" sort=""K"" type=""이름"">李根友</index>爲刑曹判書。 "
kya_10912001_003,서헌순을 형조 판서로 삼다,1858-12-01L0, 서헌순(徐憲淳) 을 형조 판서로 삼았다.,"○以<index num=""1940292_0"" ref=""M_0002852"" sort=""K"" type=""이름"">徐憲淳</index>爲刑曹判書。 "
kya_11407008_001,홍열모를 이조 판서로 삼다,1863-07-08L0, 홍열모(洪說謨) 를 이조 판서로 삼았다.,"○壬子/以<index num=""1943630_0"" ref=""M_0026203"" sort=""K"" type=""이름"">洪說謨</index>爲吏曹判書。 "
kya_10905008_001,팔도와 사도에 전최를 하라고 신칙하다,1858-05-08L0,팔도(八道)와 사도(四都)에 전최(殿最)를 하라고 신칙하였다.,○壬午/飭八道四都殿最。 
kya_10501020_002,일강하다,1854-01-20L0,일강(日講)하였다.,○日講。 
kya_10110026_001,진강하다,1850-10-26L0,진강하였다.,○甲申/進講。 
kya_10102001_004,소대하다,1850-02-01L0,소대(召對)하였다.,○召對。 
kya_10902030_002,윤치수를 판의금부사로 삼다,1858-02-30L0, 윤치수(尹致秀) 를 판의금부사(判義禁府事)로 삼았다.,"○以<index num=""1939742_0"" ref=""M_0026110"" sort=""K"" type=""이름"">尹致秀</index>爲判義禁府事。 "
kya_10812015_002,조전을 행하다,1857-12-15L0,조전(朝奠)을 행하였다.,○行祖奠。 
kya_10604027_001,소대하다,1855-04-27L0,소대하였다.,○己未/召對。 
kya_10910006_001,천둥하다,1858-10-06L0,천둥하였다.,○戊申/雷。 
kya_11103117_001,춘당대에 나아가 수가한 군교에게 시사를 행하다,1860-03-17L1, 춘당대(春塘臺) 에 나아가 수가(隨駕)한 군교(軍校)에게 시사(試射)를 행하였다.,"○辛亥/御<index num=""1941172_0"" sort=""K"" type=""지명"">春塘臺</index>, 行隨駕軍校試射。 "
kya_10011019_001,소대하다,1849-11-19L0,소대(召對)하였다.,○壬子/召對。 
kya_10705009_001,소대하다,1856-05-09L0,소대하였다.,○乙丑/召對。 
kya_10605007_001,소대하다,1855-05-07L0,소대하였다.,○戊辰/召對。 
kya_10202008_001,소대하다,1851-02-08L0,소대하였다.,○乙丑/召對。 
kya_10808001_001,일식이 있다,1857-08-01L0,일식(日蝕)이 있었다.,○己酉/日有食之。 
kya_10408020_003,백관의 진전을 친히 받다,1853-08-20L0, 인정전(仁政殿) 에 나아가 백관(百官)의 진전(進箋)을 친히 받았다.,"○詣<index num=""1936121_0"" sort=""K"" type=""지명"">仁政殿</index>, 親受百官進箋。 "
kya_10208104_002,사폐한 강원 감사 홍우순을 불러 보다,1851-08-04L1,"강원 감사(江原監司) 홍우순(洪祐順) 을 불러 보았는데, 사폐(辭陛)한 때문이었다.","○召見<index num=""1934772_0"" sort=""K"" type=""지명"">江原</index>監司<index num=""1934773_0"" ref=""M_0025945"" sort=""K"" type=""이름"">洪祐順</index>, 辭陛也。 "
kya_10903015_002,소대하다,1858-03-15L0,소대(召對)하였다.,○召對。 
kya_11110017_001,남병철을 판의금부사로 삼다,1860-10-17L0, 남병철(南秉哲) 을 판의금부사(判義禁府事)로 삼았다.,"○丁丑/以<index num=""1941453_0"" ref=""M_0002135"" sort=""K"" type=""이름"">南秉哲</index>爲判義禁府事。 "
kya_10102021_003,조두순을 관반으로 차출하다,1850-02-21L0, 조두순(趙斗淳) 을 관반(館伴)으로 차출하였다.,"○以<index num=""1933328_0"" ref=""M_0006016"" sort=""K"" type=""이름"">趙斗淳</index>館伴差下。 "
kya_10105007_002,소대하다,1850-05-07L0,소대하였다.,○召對。 
kya_10202010_002,좌의정 김흥근이 진소하여 사직하다,1851-02-10L0,"좌의정 김흥근(金興根) 이 진소하여 사직하였으나, 비답을 내려 윤허하지 않았다.","○左議政<index num=""1933964_0"" ref=""M_0002072"" sort=""K"" type=""이름"">金興根</index>, 陳疏辭職, 賜批不許。 "
kya_10210005_004,조두순을 판의금부사로 삼다,1851-10-05L0, 조두순(趙斗淳) 을 판의금부사(判義禁府事)로 삼았다.,"○以<index num=""1935030_0"" ref=""M_0006016"" sort=""K"" type=""이름"">趙斗淳</index>爲判義禁府事。 "
kya_10409010_001,사폐한 황해 감사 김영근을 소견하다,1853-09-10L0,"일강하였다. 황해 감사(黃海監司) 김영근(金泳根) 을 소견(召見)하였으니, 사폐(辭陛)한 때문이었다.","○壬子/日講。 召見<index num=""1936128_0"" sort=""K"" type=""지명"">黃海</index>監司<index num=""1936129_0"" ref=""M_0026718"" sort=""K"" type=""이름"">金泳根</index>, 辭陛也。 "
kya_10412023_001,태백성이 나타나다,1853-12-23L0,태백성이 나타났다.,"○癸巳/太白, 見。 "
kya_10606026_001,처음으로 벼슬을 받은 수령과 변장을 소견하다,1855-06-26L0,수령(守令)과 변장(邊將)으로 나가는 초사인(初仕人)을 소견(召見)하였다.,"○丁巳/召見, 守令邊將初仕人。 "
kya_10702021_001,환궁하다,1856-02-21L0,임금이 환궁(還宮)하였다.,○己酉/還宮。 
kya_10704003_001,성원묵을 의정부 우참찬으로 삼다,1856-04-03L0, 성원묵(成原默) 을 의정부 우참찬(議政府右參贊)으로 삼았다.,"○己丑/以<index num=""1938251_0"" ref=""M_0002903"" sort=""K"" type=""이름"">成原默</index>爲議政府右參贊。 "
kya_10705011_001,입격한 유생을 소견하다,1856-05-11L0,입격(入格)한 유생(儒生)을 소견(召見)하였다.,○丁卯/召見入格儒生。 
kya_10812012_002,민영위를 사간원 대사간으로 삼다,1857-12-12L0, 민영위(閔泳緯) 를 사간원 대사간으로 삼았다.,"○以<index num=""1939476_0"" ref=""M_0063612"" sort=""K"" type=""이름"">閔泳緯</index>爲司諫院大司諫。 "
kya_10902018_001,홍낙순의 관작을 회복시키다,1858-02-18L0, 홍낙순(洪樂純) 의 관작(官爵)을 회복시키라고 명하였다.,"○甲子/命<index num=""1939703_0"" ref=""M_0006557"" sort=""K"" type=""이름"">洪樂純</index>, 復官爵。 "
kya_10907003_001,효정전에 나아가 추향제를 행하다,1858-07-03L0, 효정전(孝正殿) 에 나아가 추향제(秋享祭)를 행하였다.,"○丙子/詣<index num=""1940073_0"" sort=""K"" type=""지명"">孝正殿</index>, 行秋享。 "
kya_10910010_003,소대하다,1858-10-10L0,소대(召對)하였다.,○召對。 
kya_10912009_001,조도순을 이조 참판으로 삼다,1858-12-09L0, 조도순(趙道淳) 을 이조 참판으로 삼았다.,"○庚戌/以<index num=""1940318_0"" ref=""M_0026307"" sort=""K"" type=""이름"">趙道淳</index>爲吏曹參判。 "
kya_11206013_002,이승오를 규장각 직각으로 삼다,1861-06-13L0," 이승오(李承五) 를 규장각 직각(奎章閣直閣)으로 삼으니, 전망(前望)에 의한 것이었다.","○以<index num=""1941901_0"" ref=""M_0004670"" sort=""K"" type=""이름"">李承五</index>爲奎章閣直閣, 前望也。 "
kya_11310010_001,김세균을 이조 참판으로 삼다,1862-10-10L0, 김세균(金世均) 을 이조 참판으로 삼았다.,"○己丑/以<index num=""1943187_0"" ref=""M_0001652"" sort=""K"" type=""이름"">金世均</index>爲吏曹參判。 "
kya_11312014_001,일강하다,1862-12-14L0,일강하였다.,○辛卯/日講。 
kya_11312018_001,일강과 차대하다,1862-12-18L0, 희정당(熙政堂) 에서 일강(日講)과 차대(次對)하였다.,"○乙未/日講及次對于<index num=""1943297_0"" sort=""K"" type=""지명"">熙政堂</index>。 "
kya_11402018_001,사폐한 평안 감사 이겸재를 소견하다,1863-02-18L0,"평안 감사 이겸재(李謙在) 를 소견(召見)하였으니, 사폐(辭陛)한 때문이었다.","○甲午/召見<index num=""1943407_0"" sort=""K"" type=""지명"">平安</index>監司<index num=""1943408_0"" ref=""M_0004000"" sort=""K"" type=""이름"">李謙在</index>, 辭陛也。 "
kya_10211003_002,모반 대역 부도죄로 죄인 김응도·기덕우를 복주하다,1851-11-03L0,"죄인 김응도(金應道) · 기덕우(奇德佑) 가 복주(伏誅)되었는데 모반 대역 부도죄이었고, 최치각(崔致珏) 은 정상(情狀)을 알고도 고하지 않은 죄였다.","○誅罪人<index num=""1935124_0"" ref=""M_0026707"" sort=""K"" type=""이름"">金應道</index>、<index num=""1935125_0"" ref=""M_0026708"" sort=""K"" type=""이름"">奇德佑</index>, 謀反大逆不道也, <index num=""1935126_0"" ref=""M_0058238"" sort=""K"" type=""이름"">崔致珏</index>知情不告也。 "
kya_10411020_001,태백성이 나타나다,1853-11-20L0,태백성(太白星)이 나타났다.,"○辛酉/太白, 見。 "
kya_10411020_002,일강하다,1853-11-20L0,일강하였다.,○日講。 
kya_10905014_002,전 어영 대장 심낙신을 잉임하게 하다,1858-05-14L0,"하교하기를, ""일전의 처분은 허물을 덮어주려 그런 것이 아니라 군병을 거느리는 직임은 오래도록 비워놓을 수 없는 것이니, 전 어영 대장(御營大將) 심낙신(沈樂臣) 은 특별히 잉임(仍任)하도록 하라."" 하였다.","○敎曰: ""日前處分, 非曰蔽辜而然也, 將兵之任, 不宜久曠, 前御營大將<index num=""1939969_0"" ref=""M_0058703"" sort=""K"" type=""이름"">沈樂臣</index>, 特爲仍任。"" "
kya_10608030_001,산릉 도감의 당상을 소견하다,1855-08-30L0,"산릉 도감(山陵都監)의 당상(堂上)을 소견하였는데, 산릉의 역사(役事)를 끝마친 뒤에 들어왔기 때문이었다.","○庚申/召見山陵都監堂上, 山陵畢役後, 入來也。 "
kya_10205017_002,선원전을 증축할 때 감독한 당상·낭청 이하에게 차등을 두어 상을 주다,1851-05-17L0, 선원전 을 증축할 때에 감독한 당상·낭청 이하에게 차등을 두어 상을 주었다.,"○<index num=""1934236_0"" sort=""K"" type=""지명"">璿源殿</index>增建時, (監蕫)<annotation type=""교감주"">                 <noteTitle>〔監董〕</noteTitle>               </annotation>堂郞以下, 施賞有差。 "
kya_10908013_002,오취선을 형조 판서로 삼다,1858-08-13L0, 오취선(吳取善) 을 형조 판서로 삼았다.,"○以<index num=""1940115_0"" ref=""M_0003505"" sort=""K"" type=""이름"">吳取善</index>爲刑曹判書。 "
kya_11402013_001,모화관에 나아가 사대하고 진주사를 소견하다,1863-02-13L0," 모화관(慕華館) 에 나아가 사대(査對)하고 진주사(陳奏使)를 소견(召見)하였으니, 【정사(正使)                           윤치수(尹致秀), 부사(副使)                           이용은(李容殷), 서장관(書狀官)                           이인명(李寅命)이다.】 사폐(辭陛)한 때문이었다. 이어 용성 부대부인(龍城府大夫人)의 묘소(墓所)에 나아가 전배(展拜)하였다.","○己丑/詣<index num=""1943395_0"" sort=""K"" type=""지명"">慕華館</index>査對, 召見陳奏使,<annotation type=""원주"">                 <noteContent>【正使<index num=""1943396_0"" ref=""M_0026110"" sort=""K"" type=""이름"">尹致秀</index>, 副使李容殷, 書狀官<index num=""1943397_0"" ref=""M_0004974"" sort=""K"" type=""이름"">李寅命</index>。】</noteContent>               </annotation>辭階也。 仍詣<index num=""1943398_0"" sort=""K"" type=""이름"">龍城府大夫人</index>墓所展拜。 "
kya_11005005_006,판부사 박회수를 상직에 제배하게 하다,1859-05-05L0,판부사 박회수(朴晦壽) 를 다시 상직(相職)에 제배하라고 명하였다.,"○命判府事<index num=""1940595_0"" ref=""M_0002682"" sort=""K"" type=""이름"">朴晦壽</index>, 復拜相職。 "
kya_11412002_001,투비한 죄인 이경순·신관호를 석방하다,1863-12-02L0,투비(投畀)한 죄인 이경순(李景純) · 신관호(申觀浩) 를 석방하였다.,"○甲戌/放投畀罪人<index num=""1943827_0"" ref=""M_0039530"" sort=""K"" type=""이름"">李景純</index>、<index num=""1943828_0"" ref=""M_0067772"" sort=""K"" type=""이름"">申觀浩</index>。 "
kya_10505025_002,약원의 입진과 차대를 행하다,1854-05-25L0, 희정당(熙政堂) 에서 약원(藥院)의 입진(入診)과 차대(次對)를 행하였다.,"○藥院入診及次對于<index num=""1936574_0"" sort=""K"" type=""지명"">熙政堂</index>。 "
kya_11312016_002,채동건을 경상우도 병마 절도사로 삼다,1862-12-16L0, 채동건(蔡東健) 을 경상우도 병마 절도사로 삼았다.,"○以<index num=""1943293_0"" ref=""M_0006265"" sort=""K"" type=""이름"">蔡東健</index>爲<index num=""1943294_0"" sort=""K"" type=""지명"">慶尙右道</index>兵馬節度使。 "
kya_11108010_005,영희전 제조를 내각 제학장을 지낸 사람으로 의망하게 하다,1860-08-10L0,"하교하기를, ""영희전 제조(永禧殿提調)를 장차 새로 차하(差下)하겠으니, 일찍이 내각 제학장(內閣提學長)을 지낸 사람으로 의망(擬望)하여 써서 들이도록 하라."" 하였다.","○敎曰: ""<index num=""1941375_0"" sort=""K"" type=""지명"">永禧殿</index>提調將新差矣, 以曾經內閣提學長望書入。"" "
kya_11108005_001,문묘의 석전에 쓸 향과 축문을 친히 전하다,1860-08-05L0, 인정전(仁政殿) 에 나아가 문묘(文廟)의 석전(釋奠)에 쓸 향과 축문을 친히 전하였다.,"○丙寅/詣<index num=""1941357_0"" sort=""K"" type=""지명"">仁政殿</index>, 親傳<index num=""1941358_0"" sort=""K"" type=""지명"">文廟</index>釋奠香祝。 "
kya_10906011_001,김문근을 호위청 대장으로 삼다,1858-06-11L0, 김문근(金汶根) 을 호위청 대장(扈衛廳大將)으로 삼았다.,"○乙卯/以<index num=""1940036_0"" ref=""M_0001519"" sort=""K"" type=""이름"">金汶根</index>爲扈衛大將 "
kya_10308029_002,좌의정 이헌구가 도결의 폐단을 막을 것을 청하다,1852-08-29L0," 희정당(熙政堂) 에서 차대(次對)하였다. 좌의정 이헌구(李憲球) 가 아뢰기를, ""외읍(外邑)의 도결(都結) 046) 의 폐단을 엄중하게 신칙하여 금단(禁斷)하게 하소서."" 하니, 그대로 따랐다.","○次對于<index num=""1935595_0"" sort=""K"" type=""지명"">熙政堂</index>。 左議政<index num=""1935596_0"" ref=""M_0005375"" sort=""K"" type=""이름"">李憲球</index>啓言: ""外邑都結之(弊)<annotation type=""교감주"">                 <noteTitle>〔弊〕</noteTitle>               </annotation>, 嚴飭禁斷。"" 從之。 "
kya_11402005_001,정기세·심경택 등에게 관직을 제수하다,1863-02-05L0," 정기세(鄭基世) 를 예조 판서로, 심경택(沈敬澤) 을 한성부 판윤으로, 홍우명(洪祐命) 을 이조 참의로, 김병주(金炳㴤) 를 경상도 관찰사로 삼았는데, 김병주 는 중비(中批) 009) 에 의한 것이었다.","○辛巳/以<index num=""1943367_0"" ref=""M_0005742"" sort=""K"" type=""이름"">鄭基世</index>爲禮曹判書, <index num=""1943368_0"" ref=""M_0003185"" sort=""K"" type=""이름"">沈敬澤</index>爲<index num=""1943369_0"" sort=""K"" type=""지명"">漢城府</index>判尹, <index num=""1943370_0"" ref=""M_0026516"" sort=""K"" type=""이름"">洪祐命</index>爲吏曹參議, <index num=""1943371_0"" ref=""M_0063000"" sort=""K"" type=""이름"">金炳㴤</index>爲<index num=""1943372_0"" sort=""K"" type=""지명"">慶尙道</index>觀察使, <index num=""1943373_0"" ref=""M_0063000"" sort=""K"" type=""이름"">炳㴤</index>, 中批也。 "
kya_10303007_001,봉모당에 나아가 전배하다,1852-03-07L0, 봉모당(奉謨堂) 에 나아가 전배(展拜)하였다.,"○丁巳/詣<index num=""1935344_0"" sort=""K"" type=""지명"">奉謨堂</index>展拜。 "
kya_10207001_004,삼사에서 재차 아뢰다,1851-07-01L0,"삼사에서 재차 아뢰니, 비답하기를, ""이미 문외 출송하고, 또 방축하였는데 어찌 한결같이 쟁집하고 그칠 줄을 모르는가? 경들을 체차(遞差)하겠다."" 하였다.","○三司再啓, 批曰: ""旣門黜而又放逐矣, 奈何一向爭執, 不知止也? 卿等遞差。"" "
kya_10006014_001,빈전에 납시어 성복을 하다,1849-06-14L0,빈전(殯殿)에 납시어 성복(成服)을 하였다.,○庚辰/詣殯殿成服。 
kya_10006014_004,별세초를 적어 들이라 명하다,1849-06-14L0,별세초(別歲抄) 007) 를 적어 들이라 명하였다.,○命別歲抄書入。 
kya_10006014_005,경외의 전최를 행하되 공제 후에 하도록 명하다,1849-06-14L0,경외(京外)의 전최(殿最) 008) 를 행하되 공제(公除) 009) 후에 마감(磨勘)하라 명하였다.,"○命京外殿最, 公除後磨勘。 "
kya_11005005_005,고 좌의정 신수근·문간공 김정 등의 사판에 치제하게 하다,1859-05-05L0,"고(故) 좌의정 신수근(愼守勤) 의 묘에 관원을 보내어 치제(致祭)하게 하고, 문간공(文簡公)  김정(金淨) , 문간공(文簡公)  박상(朴祥) 의 사판(祠版)에 똑같이 치제하게 하라고 명하였다.","○命故左議政<index num=""1940590_0"" ref=""M_0048904"" sort=""K"" type=""이름"">愼守動</index>墓, 遣官致祭, <index num=""1940591_0"" ref=""M_0000313"" sort=""K"" type=""이름"">文簡公</index>               <index num=""1940592_0"" ref=""M_0000313"" sort=""K"" type=""이름"">金凈</index>, <index num=""1940593_0"" ref=""M_0047423"" sort=""K"" type=""이름"">文簡公</index>               <index num=""1940594_0"" ref=""M_0047423"" sort=""K"" type=""이름"">朴祥</index>祠版, 一體致祭。 "
